customer_age,customer_region,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,repeat_purchase_30d,complaints_count,csat_internal_score,nps_real,nps_previsto_regressao,nps_q10,nps_q50,nps_q90
29,Centro-Oeste,7,149.9,2,34.58,11,11,2,37.97,3,0,7,0,2,3.1,7.0,5.2526902275738605,3.582848469309565,5.972182271635016,7.037707493391363
62,Sul,49,37.17,5,52.52,6,9,3,26.22,1,1,8,0,3,0.4,4.3,3.6388534122832095,1.4004577198267094,3.7776472448197382,5.430170699161806
21,Norte,89,542.58,1,3.45,5,14,8,42.85,3,1,8,0,4,0.0,0.0,0.0,2.363964500995285e-05,0.6414931881519259,3.8349553175872266
66,Sul,4,97.7,1,22.55,4,3,1,53.4,3,0,6,0,2,5.1,7.1,6.018527441958699,3.8853647667895412,5.8134682442378125,7.248186957545206
51,Sudeste,118,264.11,2,32.84,8,2,1,57.2,2,0,0,1,3,9.3,10.0,8.914290318709384,7.788643687517677,9.317859001803702,9.888077362440674
53,Sudeste,34,233.13,1,2.43,6,11,5,30.7,3,1,8,0,7,0.1,2.1,1.1108727594973078,2.363964500995285e-05,0.4862158032240791,3.619712000526991
28,Norte,83,474.63,3,30.64,10,6,1,39.77,1,2,2,0,4,5.3,6.5,5.313738259525694,3.1010781580329727,5.16755727917874,6.8919896892124335
61,Norte,115,146.41,5,23.47,10,11,2,41.1,3,1,2,0,3,5.7,3.8,5.088000452237899,3.561416705542929,5.409734922029346,7.0880827904341475
65,Norte,20,90.67,5,10.92,4,11,0,39.18,3,3,1,0,4,5.5,5.4,6.0238293614245855,2.6893442580302436,5.099438721607586,7.020644200058779
32,Nordeste,47,309.48,5,16.74,3,2,1,63.92,1,2,11,0,5,0.8,3.8,3.75658481942215,2.5742468737149604,3.8247498001293727,5.9078149117085985
64,Sudeste,38,254.94,5,13.7,11,8,0,23.12,1,1,10,1,2,3.0,8.9,8.988275807157702,8.081309823670514,9.206641660769757,9.998421226524927
29,Nordeste,70,530.15,5,125.03,10,8,2,31.19,2,0,10,0,2,1.3,4.6,4.9494423541344075,3.37220160329397,5.833541610834918,7.129200713312242
36,Centro-Oeste,109,285.91,4,82.01,3,5,1,34.0,1,7,9,0,11,0.0,0.4,0.3880708067127854,0.0,2.5377090083486435,4.422064869399017
39,Norte,2,203.93,4,9.11,6,2,1,50.47,2,0,9,0,3,2.6,4.3,5.4969945706152235,3.2817232430703127,5.294793593536532,6.977981443568988
64,Centro-Oeste,79,717.07,4,64.48,10,4,1,31.94,2,2,4,0,5,4.9,5.5,4.73243220227518,2.9758761614538893,5.078113215354103,6.8488355510494205
39,Norte,16,1296.25,2,3.05,9,5,4,49.71,1,4,3,0,7,0.0,0.0,1.7484315192472084,0.0,0.7641575534868218,3.7992498781641313
38,Sul,113,329.93,4,3.31,7,7,0,38.85,3,2,9,0,2,2.2,7.6,5.947877050039569,4.055012647165921,6.0809464184004725,7.383618589415803
56,Nordeste,93,751.01,1,20.08,5,6,2,50.99,3,1,0,0,5,6.6,3.7,4.874899642760187,2.847438196441146,5.349878178576747,7.131776643079512
59,Sul,45,338.64,6,5.86,8,8,1,35.58,1,2,4,0,5,4.8,5.0,4.846389694510544,3.1951166193084557,5.203691999259146,6.843520766914905
39,Centro-Oeste,99,1008.07,5,37.41,7,8,1,32.72,2,1,0,0,4,7.1,5.5,5.945224557205181,3.041630867192227,5.40326957822238,7.496425327479228
64,Norte,116,213.38,3,0.32,3,10,3,58.7,1,1,9,0,5,1.7,2.2,2.5784537355377335,0.9465362749036009,3.1225133159610627,5.1622812882197575
37,Nordeste,9,352.13,4,57.69,7,5,4,36.79,2,3,2,0,7,1.4,2.8,1.9535626266758395,0.15793916883130232,1.8511253153382026,4.435301009349532
62,Norte,106,258.11,3,39.98,9,3,2,49.29,2,2,1,0,4,4.6,7.3,4.475149657894115,2.7369473256261734,4.889323980846364,6.562412053145826
20,Sul,118,96.7,6,51.72,4,6,2,32.6,3,3,4,0,7,2.3,1.9,3.112027662798143,1.3085860054859155,3.6664578227278435,5.371109776759023
40,Nordeste,48,655.41,3,41.85,10,6,4,28.99,2,2,2,0,4,2.9,3.3,3.1940444052852506,0.611231101339111,3.026530612662788,5.234440637594194
41,Sudeste,62,596.03,6,11.82,3,8,3,30.86,1,1,3,0,4,3.0,5.0,4.033199855482955,1.220077348960367,3.792242718914491,5.7646164619256925
67,Nordeste,40,201.55,4,7.05,11,7,1,34.9,1,0,0,0,3,8.0,6.1,6.504237842142176,3.963520528933802,6.165559326673327,7.5283533846821316
34,Norte,26,450.67,3,32.51,6,11,0,35.8,2,0,11,1,2,2.5,8.3,9.359795211722696,7.996866068826319,9.060635235915173,10.0
20,Centro-Oeste,74,507.91,6,6.15,3,9,3,36.67,3,1,7,0,5,1.9,0.0,3.2225993127846273,1.3122248091706967,3.286740858318535,5.631811899739302
21,Centro-Oeste,114,386.8,2,35.69,1,10,0,28.99,1,0,8,1,0,5.2,10.0,9.68828678935957,8.085172844542008,8.884965103040509,9.60768027689414
41,Centro-Oeste,92,478.47,2,0.91,10,4,2,34.62,3,2,7,0,4,1.0,3.7,4.018291285441894,1.966058275116736,4.294507141110575,6.268331761666654
25,Centro-Oeste,51,758.04,2,11.11,9,11,4,49.94,2,2,11,0,4,0.0,1.4,1.8310123148195956,0.42203749695891557,2.5707044409084228,4.76108096257632
22,Sul,46,192.35,1,49.56,9,3,1,60.51,1,1,7,0,2,3.1,7.7,5.43894010226634,3.5879991908327877,5.6111874909562,6.8323625801398915
66,Sudeste,78,346.65,5,50.02,10,10,2,59.57,2,0,4,0,2,4.4,6.5,5.374067739810092,3.2660970410304144,5.892513227544025,6.710491408548412
50,Norte,27,452.2,1,7.46,11,3,3,26.1,2,2,0,0,6,3.7,2.8,3.7412902387797984,1.022387677646201,3.5900773357920417,5.318192187328671
24,Nordeste,25,432.46,2,19.32,10,9,4,45.81,1,2,8,0,4,0.0,4.4,2.3305393840323307,0.42203749695891557,2.1120888238475115,4.647256426139247
52,Sudeste,59,383.99,2,11.63,4,9,1,49.46,3,0,4,1,1,6.2,9.3,9.38889427767604,8.501202136759362,9.184601595503883,9.928736350858907
52,Sudeste,14,477.19,4,15.71,3,4,0,53.94,3,1,2,0,4,7.6,5.6,6.435826611629497,3.65311689510267,5.434364996103627,7.508454730972313
28,Centro-Oeste,44,788.55,4,50.42,7,12,3,26.29,1,1,11,0,5,0.0,1.5,2.826383177891878,0.9424133450692735,2.9637475894911893,4.975355425481975
46,Sul,92,474.16,2,12.03,2,9,1,37.59,3,5,9,0,8,0.0,1.6,2.494892172022227,0.6222923839953024,2.8729490288047077,4.443635942508032
32,Sul,89,182.71,2,15.34,5,5,4,20.27,1,3,10,0,6,0.0,1.0,0.9731577861182803,0.02969792149618358,0.9058288686847336,3.302784372659312
51,Norte,42,144.56,1,15.57,11,14,2,46.54,3,1,3,0,3,4.5,2.6,5.171982995332798,3.7847257870579183,5.49865227725047,6.992469381119997
58,Sul,81,154.68,5,66.43,7,12,4,29.59,1,1,1,0,4,4.3,3.0,3.278402851304108,0.5004281777474205,3.11099100087121,5.208680104167339
29,Centro-Oeste,94,499.55,4,8.28,8,5,1,31.73,3,1,5,0,4,4.3,7.7,5.33929221980246,2.629258168912541,4.920657539132289,6.783274308052621
63,Sul,115,247.4,3,7.97,4,10,1,50.9,1,1,2,0,3,5.6,6.1,5.692419965304783,3.87159619867607,5.870128072694268,7.287567712080559
43,Sudeste,73,438.94,2,102.66,5,7,2,4.34,3,0,6,0,2,3.9,2.6,5.463880626564186,3.5858956045466304,6.16795247240223,7.201094204565522
60,Sudeste,78,504.14,2,8.9,7,4,3,21.85,1,0,3,0,3,4.9,3.9,4.5502231954212276,2.7500936709244126,4.9715234912232615,6.61002144482122
51,Sudeste,5,229.87,2,103.25,7,5,0,50.33,3,0,0,0,2,9.6,7.6,7.430705568606308,4.477519751245088,6.963378420204201,7.638289566234865
31,Sudeste,23,186.4,6,7.49,10,10,0,45.41,3,3,7,1,7,2.5,8.3,7.41594373801448,6.48169738576381,7.812230470346773,9.278860993191968
64,Sul,58,587.45,4,100.47,7,14,3,30.05,1,1,1,0,4,5.8,4.6,4.190295474394775,1.8880239009734738,4.66312683825198,6.286640504903536
43,Centro-Oeste,75,869.54,4,21.59,8,2,3,57.59,3,0,11,0,2,0.4,2.8,3.878715964109888,1.9493416024878827,4.4271609581281,5.921934667265536
61,Nordeste,11,568.03,6,36.79,5,7,2,18.62,2,1,3,0,4,4.7,5.8,5.050283020367759,3.1225981677254815,5.039155961697226,6.631876637050065
38,Sudeste,66,137.17,1,3.13,4,14,2,51.69,3,2,11,0,7,0.0,1.2,2.613689320548193,1.0390634202463433,2.497040834144874,4.10606704905221
37,Norte,22,190.65,1,26.6,10,2,0,29.47,2,1,5,1,3,5.6,9.4,9.329223098889507,8.425623919943618,9.25648536056328,9.83041059303528
58,Nordeste,83,840.99,5,28.96,2,9,1,56.54,1,3,2,0,5,4.0,5.0,4.6670575921196455,1.6849689375481025,4.579457047742128,6.3210038932392045
19,Norte,78,654.84,5,11.22,11,2,2,43.85,3,2,7,0,4,1.8,5.7,4.188222698789586,2.2693120481983833,4.218806462734526,6.2594520808959
57,Norte,15,518.25,2,30.71,10,12,2,20.98,1,0,6,0,4,4.9,5.5,4.947640522657574,3.1345359161164352,4.976024297096711,6.659056722250217
28,Sudeste,76,776.45,2,1.99,4,11,4,33.41,3,0,7,1,1,1.2,8.3,6.993038218256061,6.16102432408795,6.9567737212058995,9.720360065716203
51,Sudeste,83,553.67,4,0.04,6,13,1,25.93,2,1,3,0,4,6.0,6.1,5.668254911231667,2.9405379224060675,5.0392066038991326,6.927150717403466
27,Sul,69,321.48,5,63.64,3,12,1,25.76,1,2,8,0,5,2.1,4.6,4.369938116374111,2.586145165280482,4.828980662274999,6.5567742201961625
68,Centro-Oeste,35,272.27,2,45.75,1,2,2,44.38,1,0,2,1,1,6.0,8.4,8.44642710519644,8.3457738574785,9.29342912792861,9.823772191363409
54,Sul,49,847.04,1,17.72,7,13,3,13.95,3,2,1,0,4,4.2,6.3,4.391516007143769,1.2141709263969334,4.126795830939027,5.997606002025526
48,Sul,66,399.94,3,12.48,7,4,0,32.3,1,2,0,0,3,7.5,4.0,6.606640200813639,4.3722047419398935,6.437812339506888,7.612245685945868
48,Norte,74,315.47,5,11.57,6,5,4,15.39,1,2,3,0,8,2.8,0.0,1.7653118270096448,0.6578702581542157,2.468737627095,4.589677316946013
65,Centro-Oeste,67,313.59,2,62.78,10,7,4,55.04,3,2,9,0,4,0.0,0.3,1.8682661181511944,0.3329633704298615,1.9850536820099232,4.167971445549109
38,Sudeste,60,623.26,3,22.28,9,14,2,58.16,2,1,6,0,4,2.3,4.4,4.509264909405625,2.3241434885454995,4.684207199839492,6.105802765172102
29,Sul,110,106.3,5,3.06,7,7,3,41.63,3,4,9,0,6,0.0,1.7,1.6144575439170525,0.07719374435196727,1.496374581339888,3.6458341782128008
40,Nordeste,49,253.74,4,16.22,6,12,5,24.61,3,1,11,0,3,0.0,2.4,1.846584981069313,2.363964500995285e-05,1.2213220345586124,4.20851125948079
20,Centro-Oeste,9,106.28,6,9.72,4,3,6,46.73,1,1,7,0,5,0.0,0.3,0.5138720719012233,2.363964500995285e-05,0.40199624515151067,3.7437016829337444
67,Sul,100,558.59,5,24.16,7,8,4,22.29,1,3,0,0,6,2.6,3.6,2.398546555026928,0.11065182473998095,2.128204125471199,4.534600293843427
38,Norte,11,114.59,2,1.45,11,12,0,38.63,2,0,4,0,0,7.1,6.8,7.78166581440056,5.349317834129474,6.705346187588371,7.706047045826289
24,Nordeste,101,303.23,1,7.05,11,11,2,46.22,1,5,4,0,8,1.3,2.7,2.1477085817726174,1.3579702819288237,3.0868568334938673,5.328642181260809
43,Sul,111,179.58,2,16.25,1,5,2,68.97,1,2,9,0,4,0.1,2.2,3.3090455941345795,1.3042959678037958,3.241140813091175,5.846610002078441
23,Sul,41,355.38,4,42.97,2,8,1,34.48,3,1,3,1,3,6.1,8.0,8.778019095880651,8.434345782352656,9.260484475923557,9.929137796315938
21,Norte,61,177.14,2,107.25,10,10,0,39.83,3,2,11,0,3,1.3,6.0,5.411967078551518,3.806567904700704,5.780802190133192,7.129035371090796
45,Nordeste,90,1046.13,1,5.22,8,13,2,37.11,2,1,3,0,5,4.1,2.4,4.8395744016216975,2.3126831430557178,4.57921950938748,6.536292853642495
52,Nordeste,97,342.72,4,11.63,6,7,0,33.36,1,2,2,0,5,5.4,5.3,5.8150927781562025,3.5283706527839254,5.275490772070814,6.979924275871991
50,Norte,80,225.87,1,11.69,6,13,2,20.35,2,5,4,0,7,1.5,1.3,2.584086721441487,1.199668503770852,2.8949018665075674,5.3665470479061845
35,Norte,48,61.87,2,41.19,11,9,0,50.35,1,1,9,0,2,3.5,5.8,6.033844357580416,3.992918826087064,6.0115263793767415,7.159965123332828
63,Nordeste,68,80.5,1,1.34,7,10,1,18.04,2,1,9,0,2,1.8,6.0,5.539740809795632,3.329835300725298,6.0905976789915615,7.0964945983294605
30,Centro-Oeste,45,292.7,3,13.71,3,5,4,34.3,1,2,10,0,4,0.0,0.3,1.7134725302262837,0.42203749695891557,2.0225950789947675,4.446993891264019
44,Norte,54,551.6,6,38.22,4,10,0,37.64,2,3,9,0,6,1.2,5.1,4.587215358866455,2.2785590119646972,4.163417277347721,5.781518750501867
20,Centro-Oeste,6,327.13,1,53.02,2,4,2,49.03,3,2,11,0,5,0.0,6.6,3.0878943605556124,1.4096945296920753,3.604008102861788,5.530007787885214
49,Nordeste,104,234.6,4,69.5,5,12,3,22.56,1,2,8,0,7,0.0,0.0,2.170822325967297,0.37064946391520864,1.7859372166683487,3.494171073303122
57,Sudeste,110,382.03,1,84.46,9,8,2,35.8,3,1,0,0,3,5.7,7.1,5.347000696613224,3.509029972110962,5.856185919755248,7.245554662720214
46,Nordeste,92,355.29,1,10.24,4,13,1,41.51,1,3,1,0,6,5.3,6.6,4.44686529208821,2.3614149236481974,4.750778243044309,6.538153185576588
40,Centro-Oeste,62,324.49,5,58.37,1,5,2,38.72,1,0,10,0,2,1.1,4.5,4.511810780904094,3.4759219576631377,5.940738835996584,7.118378656134221
26,Sudeste,21,809.27,6,4.35,6,14,1,60.27,1,3,7,0,7,1.9,5.5,3.7048181003351646,2.006974314500681,3.786841729221398,5.307340404199445
28,Sudeste,22,465.21,4,0.23,8,11,6,70.59,2,1,5,0,5,0.0,3.2,1.079761751212469,2.363964500995285e-05,0.9896619071768059,4.246535958986473
64,Norte,102,357.46,4,66.51,10,6,1,27.88,3,3,11,0,6,0.1,4.3,3.487103952563034,0.8922688858360042,2.968436727626516,4.900517956478326
65,Centro-Oeste,80,454.29,5,74.57,4,12,1,49.77,1,1,4,0,5,6.2,5.0,4.702584373911285,3.047576519698157,5.279962124871887,6.864215879680186
39,Sudeste,3,220.26,2,2.95,6,4,2,34.64,2,3,10,0,7,0.0,2.4,2.513406043562459,0.5634241181371891,2.4061456024817622,4.3130991392954465
62,Sul,94,87.73,2,61.55,8,13,1,23.42,1,2,3,0,5,5.2,0.0,4.822026691410816,2.8544491961728355,4.80347449931626,6.724109576858732
48,Centro-Oeste,36,581.52,2,12.67,3,12,0,36.44,2,1,7,0,3,5.2,6.6,6.088997690603707,4.403020366170951,5.975529540121393,7.534250886736121
24,Sudeste,1,539.02,6,16.34,1,14,2,44.91,1,1,9,0,4,1.3,4.6,4.14262785004194,2.408883271260297,4.371961839892213,6.233897291395723
39,Sudeste,62,143.57,5,75.76,6,2,2,52.09,2,1,11,0,4,0.0,2.6,3.5916646360024496,1.5631616037857996,3.633587038799575,5.496421438936878
43,Nordeste,64,128.31,4,31.98,4,4,2,34.1,3,3,1,0,7,4.5,5.0,3.483770494904599,1.9349931396286,4.090486513228972,5.993170060410654
69,Norte,78,178.72,5,47.03,4,9,1,26.82,3,3,2,0,8,4.3,5.3,3.9560434347616984,1.650980044606362,4.420806002751552,6.185778959292995
20,Centro-Oeste,80,206.37,3,4.01,7,12,2,33.5,3,0,2,0,2,5.9,3.4,5.71803560636998,3.991178394064929,6.128629007266086,7.3298054502192
27,Sudeste,107,386.97,3,0.41,9,13,2,49.52,1,1,7,0,3,2.2,3.2,4.465380007369752,2.811181330753567,5.476211779269126,6.795737205437211
45,Norte,9,220.56,4,21.78,2,2,2,42.22,2,0,3,0,2,5.6,5.1,5.582461078051047,3.9804670136111207,6.198417008916131,7.3083387167980645
54,Norte,33,213.36,5,48.83,1,5,1,30.73,3,0,11,0,2,2.5,6.2,5.5307247697503366,3.6290074398352026,6.030927322801247,7.368926953396035
32,Centro-Oeste,104,347.61,5,4.42,2,2,4,23.83,1,2,3,0,7,2.8,4.2,1.7034573119867646,0.7359527554609602,2.541984503986911,4.625491555671911
55,Centro-Oeste,73,453.48,5,47.67,2,12,5,35.3,3,1,0,0,5,3.7,3.2,2.357783864184105,2.363964500995285e-05,1.7594609066183664,4.6239130289287065
65,Norte,53,438.07,5,20.56,10,2,3,40.28,3,0,6,0,3,3.3,1.2,4.346693828797146,2.0922389027311157,4.3174070599155545,6.2212253631959
41,Sul,106,1983.81,5,48.5,2,13,1,25.48,3,1,10,0,4,1.2,6.5,5.474027076680094,2.5492518416582097,4.260320927042833,6.78782703590548
31,Centro-Oeste,60,366.07,6,14.83,3,3,3,33.67,2,3,10,0,6,0.0,1.3,1.712143387203339,0.09235713611260954,1.6834228084330458,3.6655928940921294
53,Nordeste,31,922.6,1,8.98,1,8,3,38.22,2,3,5,0,5,1.5,2.4,3.0210758996763882,0.42046635729588044,2.9404368691377756,5.565152672639179
30,Norte,64,781.84,2,31.86,8,2,1,34.44,1,2,4,1,3,5.1,10.0,8.268634951669206,8.418440050494548,9.392593399708725,9.786003094860735
47,Sudeste,48,263.98,4,34.02,6,11,4,61.51,3,1,10,0,4,0.0,0.8,2.240989601136241,0.4097697994662514,1.4031403323136575,3.872438422706292
20,Norte,61,370.21,3,24.93,10,7,1,41.49,3,2,2,1,5,6.3,8.9,8.008306273983507,7.709902492520978,8.52704885628381,9.81748855463974
33,Nordeste,110,154.54,6,7.73,9,7,2,41.47,1,2,6,0,4,2.0,5.9,3.942954518183583,2.3099071124315205,4.223439839881114,6.269669182018799
36,Norte,117,631.64,1,14.7,2,11,0,45.79,2,1,3,0,4,7.1,5.5,6.2466952374958815,3.582950004241153,5.021814147658724,7.4643955326000615
52,Norte,95,819.13,2,10.11,2,11,1,44.86,2,3,5,0,7,2.5,4.3,3.936694372405892,1.7822143440514497,4.253518669029731,5.66860278283289
39,Nordeste,6,220.55,1,25.34,1,5,5,40.3,2,1,8,0,4,0.0,0.0,1.7680648634265284,2.363964500995285e-05,0.9434982507973025,3.858736437429377
66,Sudeste,41,270.17,5,9.08,6,12,3,35.09,1,2,9,0,5,0.0,3.3,2.6306261977438194,0.7511319995487358,2.47943067017578,4.825752314492098
57,Sudeste,6,473.08,3,5.55,9,11,1,51.0,3,1,4,0,4,4.9,6.4,5.642228724422714,3.260767081494788,4.883496617758633,6.629640129533334
60,Centro-Oeste,4,374.67,4,42.72,1,9,3,48.67,2,2,0,0,4,4.9,3.8,3.7630135092018606,1.8155370059739024,4.71823211263907,5.989729539594333
68,Centro-Oeste,88,120.15,2,0.52,8,14,1,62.59,3,0,5,0,1,6.9,7.3,6.068081858742382,3.9367025249265746,6.062584895740431,6.99634412849041
69,Norte,41,218.24,2,5.93,4,3,0,37.24,2,4,5,0,5,3.3,6.8,4.7873074386825385,2.264657751887955,4.704252727894758,6.782723989746891
55,Centro-Oeste,95,579.14,1,42.46,9,6,1,30.62,2,2,8,0,4,2.2,7.7,4.547675870175023,2.41062500412111,4.7437965881914135,6.644969578198008
23,Norte,80,1915.89,4,37.4,2,8,3,39.64,2,2,1,0,5,4.3,4.1,4.071491776261958,1.1436884750928573,3.5453058396984787,6.252480764597605
21,Sudeste,44,1292.9,6,10.26,7,4,1,27.56,2,2,9,0,4,1.4,6.2,4.9983847865118545,2.704109592441542,4.435056140129541,6.821143465232458
47,Nordeste,57,145.44,1,22.4,11,8,3,47.93,1,4,6,0,7,0.0,0.0,1.6950353418122877,0.0,1.09050651358344,3.6388164435468537
29,Sul,5,32.24,1,10.78,1,9,1,30.21,1,3,10,0,6,0.0,3.6,3.552192827039745,0.9051918908810056,2.67196091383669,4.262340780755051
19,Sudeste,98,522.78,1,4.84,9,2,2,38.94,1,1,1,0,3,6.2,7.4,5.137528680229594,3.70813727851879,5.830276409646677,7.202271716673879
44,Norte,86,835.91,3,0.06,6,5,2,45.96,2,1,10,0,4,0.6,2.9,4.0954641593159815,1.6746640847206402,4.203671904446586,6.2345614621547085
